date,close
2015-08-14,26610.8
2015-08-17,26662.1
2015-08-18,26656.2
2015-08-19,26373.7
2015-08-20,25895.8
2015-08-21,25124.4
2015-08-24,23864.6
2015-08-25,24742.3
2015-08-26,24422.1
2015-08-27,25169.8
2015-08-28,25323.1
2015-08-31,25093.4
2015-09-01,24442.2
2015-09-02,24309.1
2015-09-03,24563.6
2015-09-04,24024.1
2015-09-07,23983.8
2015-09-08,24139.6
2015-09-09,24559.4
2015-09-10,24122.0
2015-09-11,23827.9
2015-09-14,23726.2
2015-09-15,23938.2
2015-09-16,24413.7
2015-09-17,24731.4
2015-09-18,24096.5
2015-09-21,24120.0
2015-09-22,23369.7
2015-09-23,23184.8
2015-09-24,22736.4
2015-09-25,23294.7
2015-09-28,22988.1
2015-09-29,22987.3
2015-09-30,23393.4
2015-10-01,23411.5
2015-10-02,23500.4
2015-10-05,24428.8
2015-10-06,24752.3
2015-10-07,24915.7
2015-10-08,24943.0
2015-10-09,25257.6
2015-10-12,25102.7
2015-10-13,24781.7
2015-10-14,24591.4
2015-10-15,24748.4
2015-10-16,25066.4
2015-10-19,25007.0
2015-10-20,24781.0
2015-10-21,24920.7
2015-10-22,25430.8
2015-10-23,25702.7
2015-10-26,25707.7
2015-10-27,25325.4
2015-10-28,25569.4
2015-10-29,25508.9
2015-10-30,25419.3
2015-11-02,25560.2
2015-11-03,25719.5
2015-11-04,25739.8
2015-11-05,25635.8
2015-11-06,25690.0
2015-11-09,25375.3
2015-11-10,25404.0
2015-11-11,25503.2
2015-11-12,24930.1
2015-11-13,24850.1
2015-11-16,24882.1
2015-11-17,25470.1
2015-11-18,25301.5
2015-11-19,25532.3
2015-11-20,25373.4
2015-11-23,25341.7
2015-11-24,25168.6
2015-11-25,25218.0
2015-11-26,25476.9
2015-11-27,25423.9
2015-11-30,25611.7
2015-12-01,25592.6
2015-12-02,25501.0
2015-12-03,24886.7
2015-12-04,24851.7
2015-12-07,24772.5
2015-12-08,24266.0
2015-12-09,24262.1
2015-12-10,24125.7
2015-12-11,23760.5
2015-12-14,23261.6
2015-12-15,23966.0
2015-12-16,23964.3
2015-12-17,24384.3
2015-12-18,23985.8
2015-12-21,23149.7
2015-12-22,23272.7
2015-12-23,23830.0
2015-12-24,23942.6
2015-12-28,23622.5
2015-12-29,23914.2
2015-12-30,23843.6
2015-12-31,23602.0
2016-01-04,23044.8
2016-01-05,23099.2
2016-01-06,22760.4
2016-01-07,22418.7
2016-01-08,22059.0
2016-01-11,22002.0
2016-01-12,22141.8
2016-01-13,22189.1
2016-01-14,21824.5
2016-01-15,21225.0
2016-01-18,21040.6
2016-01-19,21253.2
2016-01-20,20573.6
2016-01-21,20978.1
2016-01-22,21670.6
2016-01-25,21285.1
2016-01-26,21595.0
2016-01-27,21715.6
2016-01-28,21349.2
2016-01-29,21908.7
2016-02-01,21876.7
2016-02-02,21230.0
2016-02-03,20696.8
2016-02-04,21079.1
2016-02-05,21157.4
2016-02-08,20217.8
2016-02-09,19733.7
2016-02-10,20271.6
2016-02-11,19282.4
2016-02-12,19716.8
2016-02-15,20360.1
2016-02-16,20256.4
2016-02-17,20822.3
2016-02-18,20649.2
2016-02-19,20397.4
2016-02-22,20877.4
2016-02-23,20580.0
2016-02-24,19947.9
2016-02-25,20452.8
2016-02-26,20785.5
2016-02-29,21064.9
2016-03-01,21446.6
2016-03-02,21829.0
2016-03-03,21835.3
2016-03-04,21946.3
2016-03-07,21884.4
2016-03-08,21768.8
2016-03-09,21820.4
2016-03-10,21834.8
2016-03-11,22641.2
2016-03-14,22770.8
2016-03-15,22386.3
2016-03-16,22322.8
2016-03-17,22362.7
2016-03-18,22542.8
2016-03-21,22470.2
2016-03-22,22397.9
2016-03-23,22236.3
2016-03-24,21894.5
2016-03-29,21940.5
2016-03-30,22094.7
2016-03-31,21737.0
2016-04-01,21436.2
2016-04-04,21424.2
2016-04-05,20953.8
2016-04-06,20981.1
2016-04-07,20724.1
2016-04-08,21060.7
2016-04-11,21235.7
2016-04-12,21357.2
2016-04-13,22043.0
2016-04-14,22145.0
2016-04-15,22118.5
2016-04-18,22195.2
2016-04-19,22445.5
2016-04-20,22885.7
2016-04-21,23010.7
2016-04-22,23099.8
2016-04-25,22867.7
2016-04-26,23225.4
2016-04-27,23349.5
2016-04-28,23253.9
2016-04-29,22643.4
2016-05-02,22634.5
2016-05-03,21989.1
2016-05-04,21711.7
2016-05-05,21799.7
2016-05-06,21831.7
2016-05-09,21728.1
2016-05-10,22015.0
2016-05-11,21735.9
2016-05-12,21733.9
2016-05-13,21880.3
2016-05-16,21880.6
2016-05-17,21922.5
2016-05-18,22115.2
2016-05-19,21862.0
2016-05-20,22105.3
2016-05-23,21961.0
2016-05-24,22475.5
2016-05-25,22997.0
2016-05-26,22881.4
2016-05-27,22973.3
2016-05-30,22997.6
2016-05-31,22788.5
2016-06-01,22493.0
2016-06-02,22599.3
2016-06-03,22204.9
2016-06-06,22260.1
2016-06-07,22439.3
2016-06-08,22280.2
2016-06-09,22123.9
2016-06-10,21420.0
2016-06-13,20949.0
2016-06-14,20502.3
2016-06-15,20815.5
2016-06-16,20707.8
2016-06-17,21117.2
2016-06-20,21837.2
2016-06-21,21894.6
2016-06-22,21989.3
2016-06-23,22452.7
2016-06-24,19679.0
2016-06-27,19348.1
2016-06-28,19863.3
2016-06-29,20561.2
2016-06-30,20730.3
2016-07-01,20998.3
2016-07-04,20965.5
2016-07-05,20534.4
2016-07-06,20200.3
2016-07-07,20409.2
2016-07-08,20862.2
2016-07-11,21174.7
2016-07-12,21687.1
2016-07-13,21605.2
2016-07-14,21805.0
2016-07-15,21750.9
2016-07-18,21734.0
2016-07-19,21633.9
2016-07-20,21864.1
2016-07-21,21885.0
2016-07-22,21926.3
2016-07-25,21874.4
2016-07-26,21834.8
2016-07-27,22133.6
2016-07-28,21668.0
2016-07-29,21944.1
2016-08-01,21755.6
2016-08-02,21152.2
2016-08-03,21117.0
2016-08-04,21428.5
2016-08-05,21822.0
2016-08-08,21880.8
2016-08-09,22144.0
2016-08-10,22127.4
2016-08-11,22282.2
2016-08-12,22274.3
2016-08-15,22284.9
2016-08-16,22032.2
2016-08-17,21688.0
2016-08-18,21849.2
2016-08-19,21594.9
2016-08-22,21639.5
2016-08-23,21928.0
2016-08-24,22118.6
2016-08-25,21975.4
2016-08-26,22128.9
2016-08-29,22018.7
2016-08-30,22195.0
2016-08-31,22275.2
2016-09-01,22392.8
2016-09-02,22766.2
2016-09-05,22879.6
2016-09-06,22742.0
2016-09-07,23038.1
2016-09-08,23257.3
2016-09-09,23064.1
2016-09-12,22658.0
2016-09-13,22294.1
2016-09-14,22238.6
2016-09-15,22284.7
2016-09-16,22062.2
2016-09-19,22272.0
2016-09-20,22196.8
2016-09-21,22381.9
2016-09-22,22842.7
2016-09-23,22560.3
2016-09-26,22273.5
2016-09-27,22223.0
2016-09-28,22356.5
2016-09-29,22499.5
2016-09-30,22456.3
2016-10-03,22411.0
2016-10-04,22455.5
2016-10-05,22479.2
2016-10-06,22425.7
2016-10-07,22084.8
2016-10-10,22282.5
2016-10-11,22261.3
2016-10-12,22244.3
2016-10-13,22045.0
2016-10-14,22452.6
2016-10-17,22383.0
2016-10-18,22737.9
2016-10-19,22955.6
2016-10-20,23240.4
2016-10-21,23341.0
2016-10-24,23638.0
2016-10-25,23441.9
2016-10-26,23528.1
2016-10-27,23589.3
2016-10-28,23599.7
2016-10-31,23498.5
2016-11-01,23234.8
2016-11-02,22805.0
2016-11-03,22821.6
2016-11-04,22594.6
2016-11-07,22921.5
2016-11-08,22968.2
2016-11-09,22877.1
2016-11-10,22505.2
2016-11-11,22203.0
2016-11-14,22251.7
2016-11-15,22409.7
2016-11-16,22284.2
2016-11-17,22489.4
2016-11-18,22244.0
2016-11-21,22222.7
2016-11-22,22329.7
2016-11-23,22267.8
2016-11-24,22344.4
2016-11-25,22388.7
2016-11-28,22246.4
2016-11-29,22369.6
2016-11-30,22424.4
2016-12-01,22386.5
2016-12-02,22226.3
2016-12-05,22378.8
2016-12-06,22969.1
2016-12-07,23142.6
2016-12-08,23620.3
2016-12-09,23682.8
2016-12-12,23726.3
2016-12-13,24100.5
2016-12-14,23809.3
2016-12-15,24125.4
2016-12-16,24311.3
2016-12-19,24139.1
2016-12-20,24331.3
2016-12-21,24243.2
2016-12-22,24144.7
2016-12-23,24235.3
2016-12-27,24258.2
2016-12-28,24181.7
2016-12-29,24150.6
2016-12-30,24215.1
2017-01-02,24387.7
2017-01-03,24591.1
2017-01-04,24508.7
2017-01-05,24617.3
2017-01-06,24689.2
2017-01-09,24629.3
2017-01-10,24549.6
2017-01-11,24436.8
2017-01-12,24433.7
2017-01-13,24704.5
2017-01-16,24440.5
2017-01-17,24403.3
2017-01-18,24380.6
2017-01-19,24362.1
2017-01-20,24371.7
2017-01-23,24176.1
2017-01-24,24390.3
2017-01-25,24811.3
2017-01-26,24716.6
2017-01-27,24693.9
2017-01-30,24371.4
2017-01-31,24251.4
2017-02-01,24291.8
2017-02-02,24488.6
2017-02-03,24635.3
2017-02-06,24360.9
2017-02-07,24293.8
2017-02-08,24289.1
2017-02-09,24572.1
2017-02-10,24415.2
2017-02-13,24691.0
2017-02-14,24758.9
2017-02-15,24951.3
2017-02-16,24874.8
2017-02-17,24733.2
2017-02-20,24801.7
2017-02-21,24891.2
2017-02-22,24673.1
2017-02-23,24715.3
2017-02-24,24611.4
2017-02-27,24639.3
2017-02-28,24876.9
2017-03-01,25387.2
2017-03-02,25294.8
2017-03-03,25509.5
2017-03-06,25524.0
2017-03-07,25517.8
2017-03-08,25644.9
2017-03-09,26029.9
2017-03-10,26050.8
2017-03-13,26023.3
2017-03-14,25787.1
2017-03-15,25990.4
2017-03-16,26471.4
2017-03-17,26673.9
2017-03-20,26591.3
2017-03-21,26585.8
2017-03-22,26631.1
2017-03-23,26880.0
2017-03-24,26839.6
2017-03-27,26822.6
2017-03-28,27050.0
2017-03-29,27003.7
2017-03-30,27103.4
2017-03-31,27252.0
2017-04-03,26936.2
2017-04-04,27029.9
2017-04-05,27146.6
2017-04-06,27468.6
2017-04-07,27495.0
2017-04-10,27256.7
2017-04-11,27218.8
2017-04-12,27072.9
2017-04-13,26983.1
2017-04-18,26822.0
2017-04-19,27098.7
2017-04-20,27104.2
2017-04-21,27115.9
2017-04-24,28134.7
2017-04-25,28182.1
2017-04-26,28130.4
2017-04-27,27994.4
2017-04-28,28078.1
2017-05-02,28369.3
2017-05-03,28413.1
2017-05-04,28874.3
2017-05-05,29201.6
2017-05-08,29099.0
2017-05-09,28987.5
2017-05-10,28949.6
2017-05-11,28494.8
2017-05-12,28588.2
2017-05-15,28747.7
2017-05-16,28812.1
2017-05-17,28297.2
2017-05-18,28031.7
2017-05-19,28426.7
2017-05-22,28316.3
2017-05-23,28638.9
2017-05-24,28615.6
2017-05-25,28694.9
2017-05-26,28607.1
2017-05-29,28554.2
2017-05-30,28538.2
2017-05-31,28546.5
2017-06-01,28549.1
2017-06-02,28614.5
2017-06-05,28558.8
2017-06-06,28547.8
2017-06-07,28526.8
2017-06-08,28740.2
2017-06-09,28806.5
2017-06-12,28481.7
2017-06-13,28586.0
2017-06-14,28357.2
2017-06-15,28156.7
2017-06-16,28322.1
2017-06-19,28557.9
2017-06-20,28287.1
2017-06-21,28272.9
2017-06-22,28191.8
2017-06-23,28003.7
2017-06-26,28179.9
2017-06-27,28063.4
2017-06-28,28219.9
2017-06-29,27817.2
2017-06-30,27588.6
2017-07-03,28028.0
2017-07-04,27928.8
2017-07-05,27873.9
2017-07-06,27809.2
2017-07-07,27785.1
2017-07-10,27839.8
2017-07-11,27680.0
2017-07-12,27974.7
2017-07-13,28234.0
2017-07-14,28232.2
2017-07-17,28221.8
2017-07-18,27886.1
2017-07-19,28054.6
2017-07-20,27992.8
2017-07-21,27626.7
2017-07-24,27679.3
2017-07-25,27883.3
2017-07-26,28021.1
2017-07-27,28095.0
2017-07-28,27916.7
2017-07-31,27827.1
2017-08-01,28050.9
2017-08-02,27905.8
2017-08-03,27999.2
2017-08-04,28289.5
2017-08-07,28337.4
2017-08-08,28492.0
2017-08-09,28123.8
2017-08-10,27736.3
2017-08-11,27292.7
2017-08-14,27766.0
2017-08-15,27819.7
2017-08-16,27986.6
2017-08-17,27719.7
2017-08-18,27565.6
2017-08-21,27497.9
2017-08-22,27629.4
2017-08-23,27439.3
2017-08-24,27490.5
2017-08-25,27458.4
2017-08-28,27300.7
2017-08-29,27053.2
2017-08-30,27194.3
2017-08-31,27336.8
2017-09-01,27405.7
2017-09-04,27187.4
2017-09-05,27019.1
2017-09-06,26889.5
2017-09-07,26873.4
2017-09-08,26885.8
2017-09-11,27398.2
2017-09-12,27434.3
2017-09-13,27526.5
2017-09-14,27500.2
2017-09-15,27384.3
2017-09-18,27440.0
2017-09-19,27546.2
2017-09-20,27317.2
2017-09-21,27330.2
2017-09-22,27351.4
2017-09-25,27129.0
2017-09-26,27057.6
2017-09-27,27533.6
2017-09-28,27426.5
2017-09-29,27567.3
2017-10-02,27233.1
2017-10-03,27238.0
2017-10-04,26460.9
2017-10-05,27124.2
2017-10-06,27076.6
2017-10-09,27210.8
2017-10-10,26961.7
2017-10-11,27323.5
2017-10-12,27316.9
2017-10-13,27269.4
2017-10-16,27065.8
2017-10-17,27164.7
2017-10-18,27347.3
2017-10-19,27145.2
2017-10-20,27212.4
2017-10-23,27049.1
2017-10-24,27167.2
2017-10-25,27027.5
2017-10-26,27545.4
2017-10-27,27145.2
2017-10-30,27822.0
2017-10-31,28084.9
2017-11-01,28040.0
2017-11-02,27909.6
2017-11-03,27642.9
2017-11-06,27532.6
2017-11-07,27303.5
2017-11-08,27298.2
2017-11-09,27064.4
2017-11-10,26935.3
2017-11-13,26821.0
2017-11-14,26662.3
2017-11-15,26724.8
2017-11-16,26924.6
2017-11-17,26715.5
2017-11-20,26755.9
2017-11-21,26670.3
2017-11-22,26725.0
2017-11-23,26775.3
2017-11-24,26830.6
2017-11-27,26856.1
2017-11-28,27073.3
2017-11-29,27402.4
2017-11-30,27264.2
2017-12-01,26931.5
2017-12-04,27261.6
2017-12-05,27268.9
2017-12-06,27196.0
2017-12-07,27405.8
2017-12-08,27562.2
2017-12-11,27524.2
2017-12-12,27532.9
2017-12-13,27458.3
2017-12-14,27233.5
2017-12-15,27163.7
2017-12-18,27444.6
2017-12-19,27426.7
2017-12-20,27355.6
2017-12-21,27615.3
2017-12-22,27286.8
2017-12-27,27250.1
2017-12-28,27071.6
2017-12-29,26939.6
2018-01-02,27034.1
2018-01-03,27140.0
2018-01-04,27672.5
2018-01-05,27932.7
2018-01-08,27897.9
2018-01-09,27973.1
2018-01-10,27978.0
2018-01-11,28041.3
2018-01-12,28114.3
2018-01-15,28127.3
2018-01-16,28272.0
2018-01-17,28149.0
2018-01-18,28036.3
2018-01-19,28162.1
2018-01-22,28450.1
2018-01-23,28518.7
2018-01-24,28393.9
2018-01-25,28480.7
2018-01-26,28480.8
2018-01-29,28384.4
2018-01-30,28090.2
2018-01-31,28153.1
2018-02-01,28011.7
2018-02-02,27505.7
2018-02-05,27110.7
2018-02-06,26425.1
2018-02-07,26874.5
2018-02-08,26280.4
2018-02-09,25966.0
2018-02-12,26320.4
2018-02-13,25995.9
2018-02-14,26091.5
2018-02-15,26168.9
2018-02-16,26484.6
2018-02-19,26414.7
2018-02-20,26654.7
2018-02-21,26460.9
2018-02-22,26604.1
2018-02-23,26458.4
2018-02-26,26674.0
2018-02-27,26667.9
2018-02-28,26506.5
2018-03-01,26232.6
2018-03-02,25673.7
2018-03-05,25834.5
2018-03-06,25823.7
2018-03-07,25857.5
2018-03-08,25983.8
2018-03-09,26091.4
2018-03-12,26202.8
2018-03-13,26106.4
2018-03-14,26097.7
2018-03-15,26086.2
2018-03-16,26313.1
2018-03-19,26052.1
2018-03-20,26099.1
2018-03-21,25962.5
2018-03-22,25575.7
2018-03-23,25321.6
2018-03-26,25288.9
2018-03-27,25542.7
2018-03-28,25762.3
2018-03-29,25884.7
2018-04-03,25747.7
2018-04-04,25649.9
2018-04-05,26263.4
2018-04-06,26157.2
2018-04-09,26319.4
2018-04-10,26375.3
2018-04-11,26324.6
2018-04-12,26354.8
2018-04-13,26409.7
2018-04-16,26406.6
2018-04-17,26538.5
2018-04-18,26693.5
2018-04-19,26722.6
2018-04-20,26766.5
2018-04-23,26868.8
2018-04-24,26764.2
2018-04-25,26709.8
2018-04-26,26829.8
2018-04-27,26977.7
2018-04-30,27134.6
2018-05-02,27429.0
2018-05-03,27292.8
2018-05-04,27470.4
2018-05-07,27570.4
2018-05-08,27644.5
2018-05-09,27788.7
2018-05-10,27857.7
2018-05-11,27925.1
2018-05-14,27888.2
2018-05-15,27751.7
2018-05-16,27495.4
2018-05-17,27795.3
2018-05-18,27512.1
2018-05-21,27387.4
2018-05-22,27584.1
2018-05-23,27274.4
2018-05-24,27195.6
2018-05-25,26734.5
2018-05-28,26565.4
2018-05-29,25904.0
2018-05-30,26026.1
2018-05-31,25752.2
2018-06-01,26211.1
2018-06-04,26531.9
2018-06-05,26360.2
2018-06-06,26646.5
2018-06-07,26748.4
2018-06-08,26523.3
2018-06-11,26936.8
2018-06-12,26988.9
2018-06-13,27002.2
2018-06-14,27166.2
2018-06-15,26875.2
2018-06-18,26692.3
2018-06-19,26654.2
2018-06-20,26745.7
2018-06-21,26508.5
2018-06-22,26770.4
2018-06-25,26297.1
2018-06-26,26350.4
2018-06-27,26423.7
2018-06-28,26290.7
2018-06-29,26384.2
2018-07-02,26207.6
2018-07-03,26520.2
2018-07-04,26785.5
2018-07-05,27083.8
2018-07-06,27192.0
2018-07-09,27314.8
2018-07-10,27211.7
2018-07-11,26784.1
2018-07-12,26877.0
2018-07-13,26793.3
2018-07-16,26744.0
2018-07-17,26750.9
2018-07-18,26844.1
2018-07-19,26755.6
2018-07-20,26765.7
2018-07-23,26769.4
2018-07-24,26898.8
2018-07-25,26706.1
2018-07-26,26917.8
2018-07-27,27165.6
2018-07-30,27184.1
2018-07-31,27229.8
2018-08-01,27032.8
2018-08-02,26754.1
2018-08-03,26868.8
2018-08-06,26821.5
2018-08-07,26959.9
2018-08-08,26889.0
2018-08-09,26909.5
2018-08-10,26488.8
2018-08-13,26291.2
2018-08-14,26226.5
2018-08-15,25894.9
2018-08-16,26006.9
2018-08-17,25979.2
2018-08-20,26120.5
2018-08-21,26342.4
2018-08-22,26428.5
2018-08-23,26392.8
2018-08-24,26454.2
2018-08-27,26648.2
2018-08-28,26500.9
2018-08-29,26399.1
2018-08-30,26117.9
2018-08-31,25928.8
2018-09-03,25865.5
2018-09-04,25866.1
2018-09-05,25659.1
2018-09-06,25403.7
2018-09-07,25300.1
2018-09-10,25574.9
2018-09-11,25611.8
2018-09-12,25674.3
2018-09-13,25735.9
2018-09-14,25835.7
2018-09-17,25944.0
2018-09-18,26062.4
2018-09-19,26169.6
2018-09-20,26438.1
2018-09-21,26456.5
2018-09-24,26245.7
2018-09-25,26192.7
2018-09-26,26278.8
2018-09-27,26286.2
2018-09-28,25904.6
2018-10-01,25953.6
2018-10-02,25673.7
2018-10-03,25827.0
2018-10-04,25698.4
2018-10-05,25531.2
2018-10-08,25416.0
2018-10-09,25585.4
2018-10-10,25315.6
2018-10-11,24887.5
2018-10-12,24594.8
2018-10-15,24654.9
2018-10-16,25072.1
2018-10-17,24862.9
2018-10-18,24595.5
2018-10-19,24602.5
2018-10-22,24365.8
2018-10-23,24143.1
2018-10-24,24008.5
2018-10-25,24306.6
2018-10-26,24155.1
2018-10-29,24406.4
2018-10-30,24364.7
2018-10-31,24623.3
2018-11-01,24815.6
2018-11-02,24921.6
2018-11-05,24970.6
2018-11-06,24926.4
2018-11-07,25422.8
2018-11-08,25448.0
2018-11-09,25330.9
2018-11-12,25168.7
2018-11-13,25360.2
2018-11-14,25252.7
2018-11-15,25160.9
2018-11-16,25114.7
2018-11-19,24974.6
2018-11-20,24587.5
2018-11-21,24848.5
2018-11-22,24697.7
2018-11-23,24736.4
2018-11-26,25220.5
2018-11-27,25205.0
2018-11-28,25252.5
2018-11-29,25257.6
2018-11-30,25201.8
2018-12-03,25486.0
2018-12-04,25158.8
2018-12-05,25021.3
2018-12-06,24333.8
2018-12-07,24475.3
2018-12-10,24043.5
2018-12-11,24253.0
2018-12-12,24580.5
2018-12-13,24782.9
2018-12-14,24671.3
2018-12-17,24474.8
2018-12-18,24227.9
2018-12-19,24418.0
2018-12-20,23937.4
2018-12-21,23826.8
2018-12-24,23657.0
2018-12-27,23331.6
2018-12-28,23709.8
2018-12-31,23838.9
2019-01-02,23868.7
2019-01-03,23794.1
2019-01-04,24401.1
2019-01-07,24508.5
2019-01-08,24707.0
2019-01-09,24692.7
2019-01-10,24785.5
2019-01-11,24842.3
2019-01-14,24678.7
2019-01-15,24778.8
2019-01-16,24954.0
2019-01-17,24942.7
2019-01-18,25391.9
2019-01-21,25349.2
2019-01-22,25311.0
2019-01-23,25566.7
2019-01-24,25626.3
2019-01-25,25724.7
2019-01-28,25381.0
2019-01-29,25539.6
2019-01-30,25463.1
2019-01-31,25421.4
2019-02-01,25316.6
2019-02-04,25192.8
2019-02-05,25520.4
2019-02-06,25545.5
2019-02-07,25089.0
2019-02-08,24860.2
2019-02-11,25083.7
2019-02-12,25214.9
2019-02-13,25212.8
2019-02-14,25128.9
2019-02-15,25608.2
2019-02-18,25698.7
2019-02-19,25645.2
2019-02-20,25770.5
2019-02-21,25799.0
2019-02-22,25836.5
2019-02-25,25835.6
2019-02-26,25900.0
2019-02-27,25856.4
2019-02-28,26041.6
2019-03-01,26013.7
2019-03-04,25991.5
2019-03-05,25987.1
2019-03-06,26095.0
2019-03-07,25963.6
2019-03-08,25625.2
2019-03-11,25744.8
2019-03-12,25716.2
2019-03-13,25803.2
2019-03-14,25851.1
2019-03-15,26222.7
2019-03-18,26429.0
2019-03-19,26662.8
2019-03-20,26419.2
2019-03-21,26278.8
2019-03-22,25840.0
2019-03-25,25785.3
2019-03-26,25798.9
2019-03-27,25930.6
2019-03-28,25775.3
2019-03-29,25959.7
2019-04-01,26244.7
2019-04-02,26306.5
2019-04-03,26658.8
2019-04-04,26788.8
2019-04-05,26721.8
2019-04-08,26575.1
2019-04-09,26502.9
2019-04-10,26499.5
2019-04-11,26641.4
2019-04-12,26706.4
2019-04-15,26787.1
2019-04-16,26787.8
2019-04-17,26969.7
2019-04-18,27060.3
2019-04-23,26905.8
2019-04-24,26705.8
2019-04-25,26832.4
2019-04-26,26850.4
2019-04-29,26991.5
2019-04-30,27143.2
2019-05-02,26710.8
2019-05-03,26686.5
2019-05-06,26463.6
2019-05-07,26191.5
2019-05-08,26168.6
2019-05-09,25794.9
2019-05-10,25858.0
2019-05-13,25657.6
2019-05-14,25899.2
2019-05-15,26039.6
2019-05-16,26402.3
2019-05-17,26333.6
2019-05-20,26105.5
2019-05-21,26217.3
2019-05-22,26197.7
2019-05-23,25862.3
2019-05-24,26034.4
2019-05-27,26153.0
2019-05-28,26083.0
2019-05-29,25767.2
2019-05-30,25986.6
2019-05-31,25550.7
2019-06-03,25607.0
2019-06-04,25878.5
2019-06-05,25971.9
2019-06-06,26025.0
2019-06-07,26218.3
2019-06-10,26382.8
2019-06-11,26348.9
2019-06-12,26225.1
2019-06-13,26249.5
2019-06-14,26099.4
2019-06-17,25964.4
2019-06-18,26331.9
2019-06-19,26304.7
2019-06-20,26240.0
2019-06-21,26301.8
2019-06-24,26231.0
2019-06-25,26137.6
2019-06-26,26131.0
2019-06-27,26135.5
2019-06-28,26298.3
2019-07-01,26500.2
2019-07-02,26548.5
2019-07-03,26874.0
2019-07-04,26980.2
2019-07-05,26792.5
2019-07-08,26648.6
2019-07-09,26617.8
2019-07-10,26573.5
2019-07-11,26652.4
2019-07-12,26689.3
2019-07-15,26776.6
2019-07-16,26930.3
2019-07-17,26663.5
2019-07-18,26495.6
2019-07-19,26336.9
2019-07-22,26316.9
2019-07-23,26655.9
2019-07-24,26794.3
2019-07-25,26679.9
2019-07-26,26494.9
2019-07-29,26475.7
2019-07-30,25818.3
2019-07-31,25773.6
2019-08-01,25966.6
2019-08-02,25562.6
2019-08-05,25216.8
2019-08-06,24993.3
2019-08-07,25127.3
2019-08-08,25480.5
2019-08-09,25161.1
2019-08-12,24927.1
2019-08-13,24980.8
2019-08-14,24485.7
2019-08-15,24475.0
2019-08-16,24909.8
2019-08-19,25090.5
2019-08-20,24760.4
2019-08-21,24999.4
2019-08-22,25042.1
2019-08-23,24849.9
2019-08-26,24935.1
2019-08-27,25078.0
2019-08-28,25130.3
2019-08-29,25265.8
2019-08-30,25319.3
2019-09-02,25326.8
2019-09-03,25308.5
2019-09-04,25444.7
2019-09-05,25835.9
2019-09-06,25828.4
2019-09-09,25887.3
2019-09-10,26081.6
2019-09-11,26027.9
